ID;PLZ;Strasse;Betreff;Cons_2011;Days_2011;Cons_2012;Days_2012;Cons_2013;Days_2013;FilterNonHousehold;Portal;pPoints;pEarnedPoints;pHouseholdType;pMainHeatingType;pWaterHeatingType;pLivingAreaM2;pHouseholdMembers;pCreated;pLastVisited
213;8400;Lindenstrasse;OG 1;359;187;805;364;763;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
214;8400;Lindenstrasse;OG 1;465;188;981;363;906;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
215;8400;Lindenstrasse;OG 1/R;54;69;1567;363;1656;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
216;8400;Lindenstrasse;OG 2;243;185;510;362;512;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
217;8400;Lindenstrasse;Allg.;851;185;1586;362;1587;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
218;8400;Lindenstrasse;EG/2;305;181;764;361;646;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
219;8400;Lindenstrasse;OG 1/L;413;196;739;363;779;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
220;8400;Lindenstrasse;OG 2/R;1532;187;3333;364;3397;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
221;8400;Lindenstrasse;OG 1/L;757;187;1554;364;1530;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
222;8400;Lindenstrasse;EG/L;639;196;1129;363;1093;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
223;8400;Lindenstrasse;OG 2;1430;196;2893;363;2761;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
224;8400;Lindenstrasse;Einfamilienhaus;3014;183;8101;363;7595;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
225;8400;Lindenstrasse;Allg.;854;187;2174;364;1957;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
226;8400;Lindenstrasse;Allg.;429;187;1343;364;1218;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
227;8400;Lindenstrasse;Allg.+ OG 1 + OG 2;1233;183;2423;364;2434;365;0;1;716;716;appartment;pellets;solar;200;4;05.09.12 09:28;30.04.14 21:34
228;8400;Lindenstrasse;OG 3 / inaktiver PP;1455;196;2015;410;1654;318;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
229;8400;Lindenstrasse;OG 2/L;296;187;605;364;637;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
230;8400;Lindenstrasse;OG 1, Allg.+1.Stock;2366;196;4964;363;1116;97;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
231;8400;Lindenstrasse;OG 3;646;187;1144;280;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
232;8400;Lindenstrasse;OG 2;NA;0;NA;0;225;4;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
233;8400;Lindenstrasse;EG;399;188;986;362;1082;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
234;8400;Lindenstrasse;OG 2/L;NA;0;368;362;390;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
235;8400;Lindenstrasse;OG 1/L;613;195;1078;363;1015;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
236;8400;Lindenstrasse;EG/R;917;195;1626;359;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
237;8400;Lindenstrasse;OG 1;568;184;1324;362;1241;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
238;8400;Lindenstrasse;OG 2;492;196;1099;363;837;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
239;8400;Lindenstrasse;OG 3;1368;196;2632;424;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
240;8400;Lindenstrasse;EG/L;567;196;1107;363;1186;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
241;8400;Lindenstrasse;OG 2/L;424;160;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
242;8400;Lindenstrasse;OG 2/1;339;189;642;363;530;190;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
243;8400;Lindenstrasse;OG 3;2362;196;4405;363;2797;229;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
244;8400;Lindenstrasse;EG;601;187;1253;364;1080;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
245;8400;Lindenstrasse;OG 3/L;498;195;895;363;830;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
246;8400;Lindenstrasse;OG 1/M;379;187;596;364;1922;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
247;8400;Lindenstrasse;OG 2;490;196;949;363;988;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
248;8400;Lindenstrasse;OG 2/R;858;187;1574;364;1419;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
249;8400;Lindenstrasse;OG 2/R;271;116;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
250;8400;Lindenstrasse;OG 1;308;65;1943;363;2276;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
251;8400;Lindenstrasse;OG 2/L;586;192;1142;360;1362;353;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
252;8400;Lindenstrasse;EG;682;183;1481;364;1339;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
253;8400;Lindenstrasse;OG 1/L;926;196;1668;363;1942;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
254;8400;Lindenstrasse;OG 2/L;2859;187;5674;364;4891;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
255;8400;Lindenstrasse;OG 3;2091;188;4331;361;2348;200;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
256;8400;Lindenstrasse;EG/M;660;187;1230;364;1396;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
257;8400;Lindenstrasse;OG 2;741;187;2284;363;2273;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
258;8400;Lindenstrasse;EG/L;1259;187;2626;364;2596;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
259;8400;Lindenstrasse;OG 2;523;188;1125;363;1060;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
260;8400;Lindenstrasse;OG 1;526;196;999;363;1191;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
261;8400;Lindenstrasse;Einfamilienhaus;988;186;2448;362;2241;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
262;8400;Lindenstrasse;EG;NA;0;NA;0;2989;303;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
263;8400;Lindenstrasse;OG 1/L;1319;187;1762;364;3402;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
264;8400;Lindenstrasse;OG 1+2+Laden im Hof;NA;0;NA;162;NA;-90;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
265;8400;Lindenstrasse;OG 1/R;721;187;1756;364;1609;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
266;8400;Lindenstrasse;OG 2/R;1095;196;2567;363;2170;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
267;8400;Lindenstrasse;OG 1/R;970;195;1808;363;1695;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
268;8400;Lindenstrasse;OG 1/3, Bfn;1346;183;1607;220;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
269;8400;Lindenstrasse;Einfamilienhaus;1345;184;3906;363;3922;455;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
270;8400;Lindenstrasse;OG 2;1268;187;2370;364;2281;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
271;8400;Lindenstrasse;Einfamilienhaus;2893;184;8339;363;7556;455;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
272;8400;Lindenstrasse;OG 3;2291;196;5119;363;4496;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
273;8400;Lindenstrasse;EG;1937;187;3982;364;3716;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
274;8400;Lindenstrasse;EG/R;395;187;829;363;811;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
275;8400;Lindenstrasse;Allg.;321;189;666;363;607;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
276;8400;Lindenstrasse;Einfamilienhaus;5483;190;12468;363;3557;93;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
277;8400;Lindenstrasse;EG;2554;196;4514;398;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
278;8400;Lindenstrasse;OG 1/R;456;187;805;363;752;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
279;8400;Lindenstrasse;OG 3;738;188;1790;363;1673;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
280;8400;Lindenstrasse;EG;NA;0;NA;0;51;22;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
281;8400;Lindenstrasse;OG 1/3;471;196;920;363;950;357;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
282;8400;Lindenstrasse;OG 1/R;2533;187;5717;364;5434;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
283;8400;Lindenstrasse;EG/L;NA;0;NA;0;774;197;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
284;8400;Lindenstrasse;EG/L;325;187;1061;363;1000;285;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
285;8400;Lindenstrasse;OG 2 + DG;1044;184;2387;362;2500;456;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
286;8200;Lochstraße;EFH Strom;3782;364;5704;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
287;8400;Lindilstraße;OG 1/L;NA;0;NA;0;269;27;1;0;NA;NA;NA;NA;NA;0;0;NA;NA
288;8200;Lindilstraße;Restaurant Breitehof Strom;15655;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
289;3600;Mattenstrasse;;NA;NA;1152;10;1279;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
290;8200;Mattenstrasse;3.OG Whg;3910;364;3924;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
291;8200;Mattenstrasse;2.OG Whg;1744;303;2703;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
292;8200;Mattenstrasse;EG Praxis;0;0;1874;183;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
293;8200;Mattenstrasse;1.OG Whg;1866;364;2141;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
294;8200;Mattenstrasse;EFH Strom;2958;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
295;8200;Mattenstrasse;EFH Strom;0;0;3294;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
296;8200;Mattenstrasse;1.OG;1111;364;1131;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
297;8200;Mattenstrasse;EG;2950;364;3777;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
298;8200;Mattenstrasse;EG;2026;364;2510;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
299;8200;Mattenstrasse;1.OG;1279;364;1943;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
300;8200;Mattenstrasse;EFH Strom;0;0;1587;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
301;8200;Mattenstrasse;EFH Strom;0;0;12203;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
302;8200;Mattenstrasse;EFH Strom;1282;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
303;8200;Mattenstrasse;EFH Strom;5746;364;0;0;0;0;0;1;535;535;appartment;gas;gas;125;2;12.08.13 14:30;11.11.13 21:09
304;8200;Mattenstrasse;EFH Strom;4230;364;5363;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
305;8200;Mattenstrasse;EFH Strom;2817;364;3252;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
306;8200;Mattenstrasse;2.OG;1815;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
307;8200;Mattenstrasse;2.OG;0;0;1571;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
308;8200;Mattenstrasse;1.OG links;986;364;1541;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
309;8200;Mattenstrasse;1.OG rechts;2341;364;3004;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
310;8200;Mattenstrasse;EG links;1003;364;1258;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
311;8200;Mattenstrasse;EG rechts;453;91;1432;364;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
312;8200;Mattenstrasse;EG rechts;1199;272;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
313;8200;Mattenstrasse;DG;420;364;519;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
314;8200;Mattenstrasse;2.OG links;1553;364;1872;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
315;8200;Mattenstrasse;2.OG rechts;0;0;1962;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
316;8200;Mattenstrasse;1.OG links;0;0;2185;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
317;8200;Mattenstrasse;2.OG rechts;842;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
318;8200;Mattenstrasse;1.OG links;1841;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
319;8200;Mattenstrasse;1.OG rechts;0;0;86;150;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
320;8200;Mattenstrasse;1.OG rechts;3476;395;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
321;8200;Mattenstrasse;1.OG rechts;0;0;1396;305;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
322;8200;Mattenstrasse;EG links;2154;364;1699;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
323;8200;Mattenstrasse;EG rechts;0;0;2563;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
324;8200;Mattenstrasse;EG rechts;1084;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
325;8200;Mattenstrasse;3.OG links;379;91;1789;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
326;8200;Mattenstrasse;3.OG rechts;4596;364;3243;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
327;8200;Mattenstrasse;3.OG links;1256;272;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
328;8200;Mattenstrasse;2.OG rechts;1481;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
329;8200;Mattenstrasse;2.OG rechts;0;0;381;122;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
330;8200;Mattenstrasse;2.OG rechts;0;0;1326;333;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
331;8200;Mattenstrasse;2.OG links;1940;364;2788;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
332;8200;Mattenstrasse;1.OG rechts;0;0;466;213;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
333;8200;Mattenstrasse;1.OG links;2869;364;3186;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
334;8200;Mattenstrasse;1.OG rechts;2257;364;1321;242;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
335;8200;Mattenstrasse;EG rechts;945;364;833;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
336;8200;Mattenstrasse;EG links;0;0;1538;425;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
337;8200;Mattenstrasse;EG links;311;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
338;8200;Mattenstrasse;2.OG links;2889;364;3284;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
339;8200;Mattenstrasse;2.OG rechts;971;364;1824;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
340;8200;Mattenstrasse;1.OG rechts;640;272;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
341;8200;Mattenstrasse;1.OG rechts;0;0;2327;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
342;8200;Mattenstrasse;1.OG rechts;324;91;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
343;8200;Mattenstrasse;1.OG links;0;0;520;121;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
344;8200;Mattenstrasse;1.OG links;0;0;1093;334;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
345;8200;Mattenstrasse;1.OG links;3099;364;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
346;8200;Mattenstrasse;EG rechts;0;0;1251;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
347;8200;Mattenstrasse;EG links;3118;364;2102;456;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
348;8200;Mattenstrasse;EG rechts;366;167;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
349;8200;Mattenstrasse;EG rechts;707;196;0;0;0;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
350;8408;Maxplatz;OG 2/1;2492;189;5193;363;4677;365;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
351;8406;Müllerweg;Einfamilienhaus;2166;181;4990;359;6993;371;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
353;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
354;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
357;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
358;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
360;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
361;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
362;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
363;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
365;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
366;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
367;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
368;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
369;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
373;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
376;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
377;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
379;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
380;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
384;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
388;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
389;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
390;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
392;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
393;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
396;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
398;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
401;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
402;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;3600;Obere Hauptgasse;;58;122;124;365;NA;NA;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
416;8400;Oberer Graben;EG, Restaurant Leesgourmet;17210;195;35755;368;32774;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
417;8405;Oberseenerstrasse;OG 1/R;310;73;2600;479;1951;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
418;8405;Oberseenerstrasse;OG 1/1;1177;186;2375;363;2560;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
419;8405;Oberseenerstrasse;OG 1, 9/103;2828;184;1069;158;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
420;8405;Oberseenerstrasse;OG 1/3;1408;186;3714;363;4596;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
421;8405;Oberseenerstrasse;OG 3/3;663;186;1452;366;1544;364;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
422;8405;Oberseenerstrasse;EG/3;2651;186;4644;363;5477;367;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
423;8405;Oberseenerstrasse;OG 2/R;670;188;548;191;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
424;8405;Oberseenerstrasse;EG/L;334;188;1269;364;1213;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
425;8405;Oberseenerstrasse;OG 1/R;391;188;971;364;967;329;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
426;8405;Oberseenerstrasse;Einfamilienhaus;314;80;10591;356;9547;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
427;8405;Oberseenerstrasse;Einfamilienhaus;548;80;5429;356;5047;373;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
428;8405;Oberseenerstrasse;EG/1;497;107;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
429;8405;Oberseenerstrasse;Vh;1126;119;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
430;8405;Oberseenerstrasse;OG 2/R;455;188;1032;364;1043;363;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
431;8405;Oberseenerstrasse;OG 1+2;1161;176;2751;361;2682;366;0;0;NA;NA;NA;NA;NA;0;0;NA;NA
